sentence_id,screening,label,text
8749,-3,1,"According to one study that was published a short time ago - the Harvard Business School study - indicated that just in the commercial sector alone of the economy, we could save between 30% and 40% of the energy that we consume in this country today."
8750,-3,-1,"So I think, yes, we will have to change in a very appreciable way, some of the lifestyles that we now enjoy."
8752,-3,-1,"Well, as I've said, I am not an enemy of conservation."
8753,-3,-1,I wouldn't be called a conservative if I were.
8755,-3,1,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years."
8756,-3,-1,"As for saving energy and conserving, the American people haven't been doing badly at that."
8757,-3,1,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973."
8759,-3,-1,"So, I think we are proving that we can go forward with conservation and benefit from that."
8760,-3,1,"But also, I think it is safe to say that we do have sources of energy that have not yet been used or found."
8762,-3,-1,"Mr. Greenberg, I think my opponent in this debate tonight is overlooking one other very important fact."
8763,-3,-1,"And that is, that we cannot look at this as simply a national problem."
8768,-3,-1,"I think that conservation - I think that a change in lifestyles - is necessary, and we had better begin to plan for that now rather than later."
8777,-3,-1,"Mr. Corddry, I am well aware of the present deficiencies in the Armed Forces of this country."
8783,-3,1,"I talked to one of the leading former chiefs of Naval operations in my office a few weeks ago, who told me about 25,000 Chief Petty Officers being short."
8784,-3,1,"But, I think that that is clearly related to the fact that, going back to the time when the all-volunteer Army was created in 1973 - and I worked hard for it and supported it - we simply have failed to keep pace with the cost of living."
8786,-3,0,"And as a result, the families of some of our young servicemen are on food stamps today."
8791,-3,-1,"But I would leave you with this thought, sir, to be quite specific in my answer to your question: that, of course, to protect the vital interests of this country, if that became impossible; if I could not, despite the very best efforts that I asked the Congress to put forward, to raise those pay and incentives and allowances, of course, I would not leave this country go undefended."
8795,-3,-1,"Mr. Corddry, it's a shame now that there are only two of us here debating, because the two that are here are in more agreement than disagreement on this particular issue, and the only one who would be disagreeing with us is the President, if he were present."
8797,-3,1,"As a matter of fact, today the shortages of non-commissioned officers that John mentioned are such that if we tried to have a draft today, we wouldn't have the non-commissioned officers to train the draftees."
8798,-3,-1,"I believe the answer lies in just recognizing human nature and how we make everything else work in this country, when we want it to work."
8799,-3,-1,Recognize that we have a voluntary military.
8802,-3,-1,As an aid to enlistment.
8803,-3,1,"we had an aid - 46% of the people who enlisted in the voluntary military up until 1977 said they did so for one particular reason, the G.I."
8805,-3,1,"In 1977, we took that away from the military."
8806,-3,1,That meant immediately 46% of your people that were signing up had no reason for signing up.
8807,-3,-1,"So I think it is a case of pay scale, of recognizing that if we're going to have young men and women responsible for our security, dealing with this sophisticated equipment, then for heaven's sakes, let's go out and have a pay scale that is commensurate with the sacrifice that we're asking of them."
8808,-3,-1,"Along with this, I think we need something else that has been allowed to deteriorate."
8809,-3,-1,"We need a million-man active reserve that could be called up on an instant's notice, and that would be also trained, ready to use that type of equipment."
8810,-3,-1,"Both of these, I think, would respond to the proper kind of incentives that we could offer these people."
8821,-3,-1,"I must say that I think I have better opportunity, however, of finding the necessary funds to pay what, admittedly, will be very, very substantial sums of money."
8823,-3,1,"or we passed one bill, just a couple of weeks ago in the House of Representatives for $500 million - a half a billion dollars."
8826,-3,1,I've just gotten a report from the Air Force that indicates that the 30-year lifecycle cost of that system is going to be $100 billion.
8827,-3,1,"The initial cost is about $54 billion, and then when you add in the additional costs - not only the construction of the system, the missiles and the personnel, and so on - when you add in the additional costs over the lifecycle of that system, over $100 billion."
8828,-3,-1,I would propose to save the taxpayers of this country from that kind of costly boondoggle.
8832,-3,-1,He's talking about that fantastic plan of the Administration to take thousands and thousands of square miles out in the Western states.
8834,-3,-1,"We need the missile, I think, because we are so out of balance strategically that we lack a deterrent to a possible first assault."
8843,-3,-1,I don't think I'd have to go against that pledge.
8844,-3,-1,I think one of the problems today with the cities is Federal aid.
8847,-3,-1,"for a specific cause or a specific objective, come with such red tape, such priorities established by a bureaucracy in Washington, that the local government's hands are tied with regard to using that money as they feel could best be used, and for what they think might be the top priority."
8849,-3,-1,"What I have been advocating is, why don't we start with the Federal Government turning back tax sources to states and local governments, as well as the responsibilities for those programs?"
8852,-3,-1,"But, where are we getting the money that the Federal Government is putting out to help them?"
8854,-3,1,"But Detroit is being taxed for money that, let's say, will go to Chicago, while Chicago is being taxed to help with the problems in Philadelphia."
8855,-3,-1,Wouldn't it make a lot more sense if the government let them keep their own money there in the first place?
8856,-3,-1,"But there are other things that we can do with the inner cities, and I've believed."
8858,-3,1,"The government isn't getting a tax now from businesses there because they aren't there, or from individuals who are on welfare rather than working."
8859,-3,-1,And why don't we offer incentives for business and industry to start up in those zones?
8860,-3,-1,Give them a tax moratorium for a period if they build and develop there.
8861,-3,-1,The individuals that would then get jobs - give them a break that encourages them to leave the social welfare programs and go to work.
8869,-3,1,"Mr. May, I recently saw a Princeton University study that indicated that the cities of America - the large cities of this country - are in worse shape today than they were in 1960."
8871,-3,1,"Incidentally, just this past week, the crown jewel in that program that he had devised was stolen, I guess, because a conference committee turned down the ambitious plan that he had to increase the amount of money that would be available to the Economic Development Administration for loan guarantees and direct loans and credits."
8872,-3,1,"I'm happy to say that, in contrast to that, the Anderson-Lucey platform for America, program for the 80s, has devoted considerable time, and in very specific detail, we have talked about two things that ought to be done to aid urban America."
8874,-3,1,"I was in North Pittsburgh - I think it was a few weeks ago, on my campaign - the water mains in that city had begun to leak, and literally, there wasn't money available to fix them."
8875,-3,-1,"And until we can begin to recreate the basic infrastructure of the great cities of America, particularly in the upper Midwest and in the Northeast, they simply are not going to provide the kind of economic climate that will enable them to retain industry, enable them to retain the kind of solid industrial base that they need, so that they can provide jobs."
8878,-3,-1,"That money, I think, ought to be put into rebuilding the base of our cities."
8879,-3,-1,"In addition to that, jobs programs to re-employ the youth in our cities would be very high on my priority list, both the Youth Opportunities Act of 1980 and a billion-dollar program that I would recommend to put youth to work in energy projects, in conservation projects, in projects that would carry out some of the great national goals of our country."
8883,-3,-1,John claims that he is making plain where the money will come from.
8885,-3,-1,It will come from the pockets of the people who are living in those very areas.
8887,-3,-1,"if Pittsburgh does not have the money to fix the leaking water mains, it's because the Federal Government has pre-empted."
8888,-3,-1,"Now, the Federal Government is going to turn around and say, well you have this problem; we will now hand you the money to do it."
8893,-3,0,"I stood there, and I met the people."
8896,-3,-1,"But I believe that my plan might offer an opportunity for that, if we would move into those areas and let, encourage - with the tax incentive - the private sector, to develop and to create the jobs for the people."
8898,-3,-1,"Well, of course, where has the private sector been, Governor Reagan, during the years that our cities have been deteriorating?"
8899,-3,1,It seems to me that to deny the responsibility of the Federal Government to do something about our crumbling cities is to deny the opportunity for one thing: To 55% of the black population of our country that is locked within the inner cities of the metropolitan areas of our country.
8900,-3,1,"We simply cannot ignore the fact that, in those cities today, we have 55% youth unemployment among black and Hispanic youth."
8903,-3,-1,And why have they lost their industry?
8912,-3,-1,"Miss Quinn, I would be very happy to accept the challenge of your question tonight, to tell the voters of this country exactly what I think it's going to cost, because I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver."
8914,-3,-1,"Well, we've seen what has happened."
8915,-3,1,We haven't gotten either the economies in Government that were promised; we haven't gotten the 4% inflation that we were supposed to get at the end of Mr. Carter's first term.
8916,-3,1,"Instead we had, I think, in the second quarter, a Consumer Price Index registering around 12%."
8917,-3,1,"And nobody really knows, with the latest increase in the Wholesale Price Index - that's about 18% on an annualized basis - what it's going to be."
8919,-3,-1,I think my programs are far less inflationary than those of Governor Reagan.
8920,-3,1,"His own running mate, when he was running for the Presidency, said that they would cost 30% inflation inside of two years, and he cited his leading economic advisor, a very distinguished economist, Paul Macavoy, as the source of that information."
8922,-3,-1,I've been very careful - I have been very careful in saying that what I'm going to do is to bring Federal spending under control first.
8923,-3,-1,"I would like to stand here and promise the American people a tax cut, as Governor Reagan has done."
8926,-3,1,"And they figured out that between the tax cut that Governor Reagan is promising the American people, and the tax cut that Jimmy Carter is promising in 198I, his is worth about $122 more."
8927,-3,-1,"So you, dear voters, are out there on the auction block, and these two candidates are bidding for your votes."
8929,-3,-1,"I'm going to wait until I see that that inflation rate is going down, before I even begin to phase in the business tax cuts that I've talked about."
8936,-3,0,"We have a back-up paper to my economic speech of a couple of weeks ago in Chicago, that gives all of the figures."
8937,-3,1,"And we used - yes, we used - the Senate Budget Committee's projections for five years, which are based on an average inflation rate of 7.5% - which, I think, that under our plan, can be eliminated."
8942,-3,-1,"Well, if you've got a kid that's extravagant, you can lecture him all you want to about his extravagance."
8943,-3,-1,Or you can cut his allowance and achieve the same end much quicker.
8944,-3,1,But Government has never reduced Government does not tax to get the money it needs.
8946,-3,1,"And when John talks about his non-inflationary plan, as far as I have been able to learn, there are 88 proposals in it that call for additional Government spending programs."
8947,-3,1,"Now, I speak with some confidence of our plan, because I took over a state - California - 10% of the population of this nation - a state that, if it were a nation, would be the seventh-ranking economic power in the world."
8948,-3,1,And that state we controlled spending.
8950,-3,1,"But at the same time, we gave back to the people of California - in tax rebates, tax credits, tax cuts - $5.7 billion."
8951,-3,1,I vetoed 993 measures without having a veto overturned.
8952,-3,1,"And among those vetoes, I stopped $16 billion in additional spending."
8956,-3,-1,"I believe the budget can be balanced by 1982 or 1983, and it is a combination of planned reduction of the tax increase that Carter has built into the economy, and that's what he's counting on for his plan."
8957,-3,-1,"But he's going to get a half-a-trillion dollars more over the next five years that he can use for additional programs, or hopefully, someplace down the line, balancing the budget."
8958,-3,-1,We believe that that's too much additional money to take out of the pockets of the people.
8960,-3,-1,"Mr. Moyers, I'm not here to debate Governor Reagan's record as Governor."
8962,-3,1,"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office."
8964,-3,1,"more than doubled, and it rose at a faster rate than spending was rising in the Federal Government."
8965,-3,1,"But on his very optimistic figures about his tax cut producing a balanced budget by 1983, and the fact that he is using, he says, the figures of the Senate Budget Committee, that Senate Budget Committee Report does not accommodate all of the Reagan defense plans."
8967,-3,1,"In other words, I have seen his program costed out to the point where it would amount to more than $300 million a year, just for the military."
8968,-3,-1,And I think the figures that he has given are simply not going to stand up.
8970,-3,-1,"Well, some people look up figures, and some people make up figures."
8975,-3,1,"The truth of the matter is, we did cut the increase in spending in half."
8976,-3,1,It at the John doesn't quite realize - he's never held an executive position of that kind.
8978,-3,1,"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years."
8979,-3,1,"And one journal, the San Francisco Chronicle, a respected newspaper, said there was no question about the fact that Governor Reagan had prevented the State of California from going bankrupt."
8991,-3,-1,"Oh, I'm it's my question."
8992,-3,-1,"But whether I agree or disagree with some individual, or what he may say, or how he may say it, I don't think there's any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which we've abandoned so much in this country."
8993,-3,-1,"Going around this country, I think that I have found a great hunger in America for a spiritual revival."
8995,-3,-1,For a return to traditions and values that we once had.
8999,-3,1,"I vetoed a number of bills of that kind myself, when I was in California."
9001,-3,-1,"But I do believe that no one in this country should be denied the right to express themselves, or to even try to persuade others to follow their leader."
9002,-3,-1,That's what elections are all about.
9010,-3,-1,I think that is a moral issue that ought to be left to the freedom of conscience of the individual.
9014,-3,-1,I believe in freedom of choice.
9015,-3,-1,I don't believe in Constitutional Amendments that would interfere with that.
9016,-3,-1,I don't believe in trying to legislate new tests for the selection of the Federal Judiciary.
9018,-3,1,"And I have said freely, all over this country, that it was a mistake for me or anyone to ever try to put the Judeo-Christian heritage of this country, important as it is, and important as my religious faith is to me - it's a very deeply personal matter."
9019,-3,-1,"But for me to try, in this very pluralistic society of ours, to try to frame any definition, whatever, of what that belief should be, is wrong."
9020,-3,1,"And so, not once, but twice - in 1971 - I voted on the floor of the House of Representatives against a Constitutional amendment that tried to bring prayer back into the public schools."
9022,-3,-1,"But I don't think that the state, the Board of Regents, a Board of Education, or any state official, should try to compose that prayer for a child to recite."
9025,-3,-1,"Now, I don't think that's a bad idea."
9026,-3,-1,I think all of us should have a respect for innocent life.
9029,-3,-1,And I've noticed that everybody that is for abortion has already been born.
9030,-3,-1,"I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being?"
9031,-3,-1,I happen to believe it is.
9033,-3,-1,I also think that that unborn child has a right to be wanted.
9034,-3,-1,"And I also believe, sir, that the most personal intimate decision that any woman is ever called upon to make is the decision as to whether or not she shall carry a pregnancy to term."
9035,-3,-1,"And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual."
9038,-3,-1,And there might be some feeling of unfairness about this because he was not here to respond.
9040,-3,-1,And I want to express my appreciation to the League of Women Voters for adopting a course with which I believe the great majority of Americans are in agreement.
9042,-3,-1,"That it was placed here to be found by a special kind of people - people who had a special love for freedom and who had the courage to uproot themselves and leave hearth and homeland, and came to what, in the beginning, was the most undeveloped wilderness possible."
9046,-3,-1,"If wind, water or fire destroyed them, we built them again."
9047,-3,-1,"And in so doing, at the same time, we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part."
9050,-3,-1,we're confronted with the horrendous problems that we've discussed here tonight.
9052,-3,-1,That the best is over.
9053,-3,-1,That we must cut back.
9054,-3,-1,That we must share in an ever-increasing scarcity.
9055,-3,-1,"That we must, in the failure to be able to protect our national security as it is today, we must not be provocative to any possible adversary."
9059,-3,-1,"The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth."
9062,-3,-1,I'm not running for the Presidency because I believe that I can solve the problems we've discussed tonight.
9064,-3,-1,"We can meet our destiny - and that destiny to build a land here that will be, for all mankind, a shining city on a hill."
9065,-3,-1,I think we ought to get at it.
9067,-3,-1,"Mr. Movers, President Carter was not right a few weeks ago when he said that the American people were confronted with only two choices, with only two men, and with only two parties."
9069,-3,-1,"We have disagreed, I believe, on virtually every other issue."
9070,-3,-1,"I respect him for showing tonight - for appearing here, and I thank the League of Women Voters for the opportunity that they have given me."
9072,-3,-1,I believe that all of us are going to have to begin to work together to solve our problems.
9073,-3,-1,"If you think that I am a spoiler, consider these facts: Do you really think that our economy is healthy?"
9074,-3,1,Do you really think that 8 million Americans being out of work and the 50% unemployment among the youth of our country are acceptable?
9075,-3,-1,Do you really think that our armed forces are really acceptably strong in those areas of conventional capability where they should be?
9077,-3,-1,I don't think you do think that.
9078,-3,-1,"And therefore, I think you ought to consider doing something about it, and voting for an Independent in 1980."
9080,-3,-1,"It's been a time, therefore, of illusion and false hopes, and the longer it continues, the more dangerous it becomes."
9081,-3,-1,We've got to stop drifting.
9082,-3,-1,What I wish tonight so desperately is that we had had more time to talk about some of the other issues that are so fundamentally important.
9085,-3,-1,"If we don't resolve that issue, all others become irrelevant."
9086,-3,-1,"The issue of our natural resources; the right of posterity to inherit the earth, and what kind of earth will it be?"
9139,-3,1,"If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it's a public institution."
9142,-3,-1,But the key thing is to make sure you can get a job when you get out of school.
9146,-3,1,"With half of college kids graduating this year without a college -- excuse me, without a job."
9151,-3,-1,I know what it takes to create good jobs again.
9154,-3,-1,It's not going to be like the last four years.
9156,-3,-1,"I know what it takes to bring them back, and I'm going to do that, and make sure that when you graduate -- when do you graduate?"
9159,-3,-1,"When you come out in 2014, I presume I'm going to be president."
9160,-3,-1,I'm going to make sure you get a job.
9166,-3,-1,"Not just to you, but to the entire nation."
9167,-3,-1,"Now, the most important thing we can do is to make sure that we are creating jobs in this country."
9168,-3,-1,"But not just jobs, good paying jobs."
9169,-3,-1,Ones that can support a family.
9171,-3,-1,And there are a bunch of things we can do to make sure your future is bright.
9177,-3,-1,"Number two, we've got to make sure that we have the best education system in the world."
9178,-3,1,"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future."
9185,-3,-1,"We do those things, not only is your future going to be bright but America's future is going to bright as well."
9207,-3,-1,"So when you say that I wanted to take the auto industry bankrupt, you actually did."
9214,-3,1,And we would have lost a million jobs.
9226,-3,1,That's what's been squeezing middle class families.
9241,-3,-1,The most important thing we can do is to make sure we control our own energy.
9242,-3,-1,So here's what I've done since I've been president.
9248,-3,1,That's why we doubled fuel efficiency standards on cars.
9251,-3,1,And all these things have contributed to us lowering our oil imports to the lowest levels in 16 years.
9252,-3,-1,"Now, I want to build on that."
9257,-3,-1,"But we've also got to continue to figure out how we have efficiency energy, because ultimately that's how we're going to reduce demand and that's what's going to keep gas prices lower."
9259,-3,0,"So he's got the oil and gas part, but he doesn't have the clean energy part."
9260,-3,-1,"And if we are only thinking about tomorrow or the next day and not thinking about 10 years from now, we're not going to control our own economic future."
9263,-3,-1,I expect those new energy sources to be built right here in the United States.
9264,-3,-1,That's going to help Jeremy get a job.
9265,-3,-1,It's also going to make sure that you're not paying as much for gas.
9267,-3,-1,"Well, let's look at the president's policies, all right, as opposed to the rhetoric, because we've had four years of policies being played out."
9268,-3,1,"And the president's right in terms of the additional oil production, but none of it came on federal land."
9274,-3,-1,What was his participation there?
9276,-3,-1,And what was the cost?
9278,-3,-1,"Look, I want to make sure we use our oil, our coal, our gas, our nuclear, our renewables."
9282,-3,-1,Talk to the people that are working in those industries.
9284,-3,0,"People grabbed my arms and said, ""Please save my job."""
9291,-3,1,"Because our energy is low cost, that are already beginning to come back because of our abundant energy."
9304,-3,1,We're actually drilling more on public lands than in the previous administration and my -- the previous president was an oil man.
9307,-3,0,"And when I hear Governor Romney say he's a big coal guy, I mean, keep in mind, when -- Governor, when you were governor of Massachusetts, you stood in front of a coal plant and pointed at it and said, ""This plant kills,"" and took great pride in shutting it down."
9308,-3,-1,And now suddenly you're a big champion of coal.
9311,-3,1,"Same thing with oil, same thing with natural gas."
9319,-3,1,"In the last four years, you cut permits and licenses on federal land and federal waters in half."
9327,-3,-1,"Governor Romney, here's what we did."
9328,-3,-1,There were a whole bunch of oil companies.
9330,-3,-1,"No, no, I had a question and the question was how much did you cut them by?"
9331,-3,-1,You want me to answer a question --
9337,-3,1,You had a whole bunch of oil companies who had leases on public lands that they weren't using.
9362,-3,-1,And the answer is I don't believe people think that's the case --
9370,-3,1,"If you're paying less than you paid a year or two ago, why, then, the strategy is working."
9372,-3,1,"When the president took office, the price of gasoline here in Nassau County was about $1.86 a gallon."
9381,-3,-1,"Well, think about what the governor -- think about what the governor just said."
9382,-3,1,"He said when I took office, the price of gasoline was $1.80, $1.86."
9387,-3,1,"And with respect to this pipeline that Governor Romney keeps on talking about, we've -- we've built enough pipeline to wrap around the entire earth once."
9388,-3,-1,"So, I'm all for pipelines."
9392,-3,1,"When you've got thousands of people right now in Iowa, right now in Colorado, who are working, creating wind power with good-paying manufacturing jobs, and the Republican senator in that -- in Iowa is all for it, providing tax breaks (ph) to help this work and Governor Romney says I'm opposed."
9414,-3,-1,I appreciate wind jobs in Iowa and across our country.
9419,-3,-1,We'll bring back manufacturing to America.
9422,-3,-1,"Candy, it's not going to --"
9438,-3,1,And the reason I want middle-income taxpayers to have lower taxes is because middle-income taxpayers have been buried over the past four years.
9439,-3,1,"You've seen, as middle-income people in this country, incomes go down $4,300 a family, even as gasoline prices have gone up $2,000."
9440,-3,1,"Health insurance premiums, up $2,500."
9444,-3,-1,So I want to get some relief to middle-income families.
9448,-3,1,The top 5 percent of taxpayers will continue to pay 60 percent of the income tax the nation collects.
9450,-3,1,Middle-income people are going to get a tax break.
9453,-3,1,"But your rate comes down and the burden also comes down on you for one more reason, and that is every middle-income taxpayer no longer will pay any tax on interest, dividends or capital gains."
9455,-3,-1,That makes life a lot easier.
9456,-3,1,"If you're getting interest from a bank, if you're getting a statement from a mutual fund or any other kind of investment you have, you don't have to worry about filing taxes on that, because there'll be no taxes for anybody making $200,000.00 per year and less, on your interest, dividends and capital gains."
9460,-3,-1,"And I will not -- I will not under any circumstances, reduce the share that's being paid by the highest income taxpayers."
9465,-3,-1,I will not let that happen.
9466,-3,1,"I want to get us on track to a balanced budget, and I'm going to reduce the tax burden on middle income families."
9467,-3,-1,And what's that going to do?
9470,-3,-1,My philosophy on taxes has been simple.
9471,-3,-1,"And that is, I want to give middle-class families and folks who are striving to get into the middle-class some relief."
9472,-3,-1,Because they have been hit hard over the last decade.
9474,-3,0,So four years ago I stood on a stage just like this one.
9477,-3,1,And we've cut them 18 times.
9478,-3,-1,"And I want to continue those tax cuts for middle-class families, and for small business."
9481,-3,1,"And that means 98 percent of American families, 97 percent of small businesses, they will not see a tax increase."
9485,-3,1,We created 23 million new jobs.
9488,-3,0,"Now, Governor Romney has a different philosophy."
9489,-3,0,"He was on 60 Minutes just two weeks ago and he was asked: Is it fair for somebody like you, making $20 million a year, to pay a lower tax rate than a nurse or a bus driver, somebody making $50,000 year?"
9492,-3,-1,"Well, I fundamentally disagree with that."
9499,-3,-1,And that's exactly the kind of top-down economics that is not going to work if we want a strong middle class and an economy that's striving for everybody.
9502,-3,0,You heard what I said about my tax plan.
9508,-3,-1,"And for me, this is about jobs."
9511,-3,1,"So when you bring those rates down, those small businesses are able to keep more money and hire more people."
9512,-3,-1,"For me, I look at what's happened in the last four years and say this has been a disappointment."
9513,-3,-1,We can do better than this.
9518,-3,-1,My five-point plan does it.
9519,-3,-1,Energy independence for North America in five years.
9520,-3,-1,"Opening up more trade, particularly in Latin America."
9521,-3,-1,Cracking down on China when they cheat.
9523,-3,-1,Fixing our training programs for our workers.
9524,-3,-1,"And finally, championing small business."
9525,-3,-1,I want to make small businesses grow and thrive.
9526,-1,-1,I know how to make that happen.
9529,-3,-1,And they're going now because of the policies of this administration.
9534,-3,1,"Look, the cost of lowering rates for everybody across the board, 20 percent."
9536,-3,1,Governor Romney then also wants to spend $2 trillion on additional military programs even though the military's not asking for them.
9538,-3,1,He also wants to continue the Bush tax cuts for the wealthiest Americans.
9539,-3,1,That's another trillion dollars -- that's $8 trillion.
9550,-3,-1,You're going to be paying for it.
9563,-3,1,"When we're talking about math that doesn't add up, how about $4 trillion of deficits over the last four years, $5 trillion?"
9575,-3,-1,Because I'm offsetting some of the reductions with holding down some of the deductions.
9593,-3,-1,And she worked hard every day and made a lot of sacrifices to make sure we got everything we needed.
9595,-3,0,"She never got a college education, even though she was smart as a whip."
9597,-3,0,She trained people who would end up becoming her bosses during the course of her career.
9599,-3,-1,That's not what you did in that generation.
9607,-3,-1,"Well, the truth of the matter is, is that that's exactly what we've done."
9612,-3,-1,"But we've got to enforce the laws, which is what we are doing, and we've also got to make sure that in every walk of life we do not tolerate discrimination."
9614,-3,-1,I'm going to continue to push on this issue for the next four years.
9621,-3,0,And -- and so we -- we took a concerted effort to go out and find women who had backgrounds that could be qualified to become members of our cabinet.
9622,-3,0,"I went to a number of women's groups and said, ""Can you help us find folks,"" and they brought us whole binders full of women."
9625,-3,-1,"But number two, because I recognized that if you're going to have women in the workforce that sometimes you need to be more flexible."
9626,-3,0,"My chief of staff, for instance, had two kids that were still in school."
9628,-3,0,I need to be able to get home at 5 o'clock so I can be there for making dinner for my kids and being with them when they get home from school.
9631,-3,-1,"We're going to have to have employers in the new economy, in the economy I'm going to bring to play, that are going to be so anxious to get good workers they're going to be anxious to hire women."
9634,-3,1,"We're still down 580,000 jobs."
9636,-3,1,"What we can do to help young women and women of all ages is to have a strong economy, so strong that employers that are looking to find good employees and bringing them into their workforce and adapting to a flexible work schedule that gives women opportunities that they would otherwise not be able to afford."
9646,-3,0,"He said, ""I'll get back to you."""
9651,-3,-1,I think that's a mistake.
9652,-3,1,"In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured."
9658,-3,1,"When Governor Romney says that we should eliminate funding for Planned Parenthood, there are millions of women all across the country, who rely on Planned Parenthood for, not just contraceptive care, they rely on it for mammograms, for cervical cancer screenings."
9661,-3,-1,"When we talk about child care, and the credits that we're providing."
9682,-3,-1,I want to make sure our timekeepers are working here.
9688,-3,-1,I'd just note that I don't believe that bureaucrats in Washington should tell someone whether they can use contraceptives or not.
9689,-3,-1,And I don't believe employers should tell someone whether they could have contraceptive care of not.
9699,-3,1,It's been growing about 12 percent per year over a long period of time.
9701,-3,-1,"Number three, I'm going to get us to a balanced budget."
9707,-3,-1,"And then let's take the last one, championing small business."
9708,-3,-1,Our party has been focused too long.
9710,-3,-1,I understand how hard it is to start a small business.
9712,-3,-1,I want to keep their taxes down on small business.
9713,-3,-1,"I want regulators to see their job as encouraging small enterprise, not crushing it."
9717,-3,-1,And President Bush has a very different path for a very different time.
9727,-3,1,That's what took us from surplus to deficit.
9737,-3,1,George Bush didn't propose turning Medicare into a voucher.
9738,-3,1,George Bush embraced comprehensive immigration reform.
9739,-3,0,He didn't call for self-deportation.
9741,-3,-1,"In some ways, he's gone to a more extreme place when it comes to social policy."
9742,-3,-1,And I think that's a mistake.
9743,-3,-1,That's not how we're going to move our economy forward.
9755,-3,1,"I told you I'd cut taxes for small businesses, and I have."
9757,-3,-1,"I said we'd refocus attention on those who actually attacked us on 9/11, and we have gone after Al Qaeda's leadership like never before and Osama bin Laden is dead."
9758,-3,1,"I said that we would put in place health care reform to make sure that insurance companies can't jerk you around and if you don't have health insurance, that you'd have a chance to get affordable insurance, and I have."
9762,-3,-1,"Now, does that mean you're not struggling?"
9764,-3,-1,A lot of us are.
9765,-3,-1,"And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work."
9766,-3,-1,"Making sure that we are controlling our own energy, but not only the energy of today, but also the energy of the future."
9767,-3,1,"All of those things will make a difference, so the point is the commitments I've made, I've kept."
9770,-3,-1,And I suspect he'll keep those too.
9783,-3,-1,Make sure your kids can go to college.
9784,-3,-1,"Make sure that you are getting a good paying job, making sure that Medicare and Social Security... (CROSSTALK)"
9788,-3,-1,...will be there for you.
9791,-3,-1,I think you know better.
9792,-3,-1,I think you know that these last four years haven't been so good as the president just described and that you don't feel like your confident that the next four years are going to be much better either.
9793,-3,-1,"I can tell you that if you were to elect President Obama, you know what you're going to get."
9794,-3,-1,You're going to get a repeat of the last four years.
9797,-3,1,The difference between where it is and 5.4 percent is 9 million Americans without work.
9807,-3,-1,This is a president who has not been able to do what he said he'd do.
9810,-3,1,"In fact, he doubled it."
9811,-3,1,"He said that by now middle-income families would have a reduction in their health insurance premiums by $2,500 a year."
9814,-3,-1,The middle class is getting crushed under the policies of a president who has not understood what it takes to get the economy working again.
9825,-3,-1,The president wants to do well.
9827,-3,1,"But the policies he's put in place from Obamacare to Dodd-Frank to his tax policies to his regulatory policies, these policies combined have not let this economy take off and grow like it could have."
9833,-3,-1,He's great as a -- as a -- as a speaker and describing his plans and his vision.
9834,-3,-1,"That's wonderful, except we have a record to look at."
9837,-3,-1,That's what this election is about.
9838,-3,-1,It's about who can get the middle class in this country a bright and prosperous future and assure our kids the kind of hope and optimism they deserve.
9845,-3,-1,This is for Governor Romney?
9858,-3,-1,Did I get that right?
9861,-3,-1,And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question.
9863,-3,1,We welcome people coming to this country as immigrants.
9864,-3,0,My dad was born in Mexico of American parents; Ann's dad was born in Wales and is a first-generation American.
9869,-3,-1,I don't think you have to -- shouldn't have to hire a lawyer to figure out how to get into this country legally.
9871,-3,1,"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.S. of A."
9873,-3,-1,"Number two, we're going to have to stop illegal immigration."
